#{"solver": {"engine": {"type": "ExactEngine"}, "semiring": "GraphSemiring"}, "networks": [{"name": "mnist_net", "module": "MNIST_Net(\n  (softmax): Softmax(dim=1)\n  (encoder): Sequential(\n    (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))\n    (1): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (2): ReLU(inplace=True)\n    (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n    (4): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (5): ReLU(inplace=True)\n  )\n  (classifier): Sequential(\n    (0): Linear(in_features=256, out_features=120, bias=True)\n    (1): ReLU()\n    (2): Linear(in_features=120, out_features=84, bias=True)\n    (3): ReLU()\n    (4): Linear(in_features=84, out_features=10, bias=True)\n  )\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(mnist_net,[X],Y,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9])::digit(X,Y).\nnumber([],Result,Result).\nnumber([H | T],Acc,Result) :- digit(H,Nr), Acc2 is Nr+10*Acc, number(T,Acc2,Result).\nnumber(X,Y) :- number(X,0,Y).\nmulti_addition(X,Y,Z) :- number(X,X2), number(Y,Y2), Z is X2+Y2.\naddition(X,Y,Z) :- digit(X,X2), digit(Y,Y2), Z is X2+Y2.\n"}
#Accuracy 0.9558
i,time,loss,ground_time,compile_time,eval_time
5000,95.7170798778534,0.13247963090481546,0.03672227144241333,0.008801394701004028,0.006990563869476318
5100,97.42665386199951,0.26339261237755357,0.03507604360580444,0.00931566596031189,0.007049235105514526
5200,99.09897685050964,0.17592456937091763,0.041485315561294554,0.009171651601791382,0.006872648000717163
5300,100.88102293014526,0.14689407988795541,0.040296939611434934,0.00952979564666748,0.007367814779281616
5400,102.63541173934937,0.07151416855068601,0.03671848177909851,0.008757244348526,0.007048004865646362
5500,104.34220695495605,0.14398037982827275,0.03234604597091675,0.008822151422500611,0.006796263456344605
5600,106.07690596580505,0.27543715140279984,0.03707298398017883,0.008996206521987914,0.007065728902816772
5700,107.943608045578,0.26448866377227115,0.033464579582214354,0.008718211650848389,0.007479349374771118
5800,109.61744499206543,0.1588222572878135,0.03586881399154663,0.00902071475982666,0.006838252544403076
5900,111.40336608886719,0.16155963789318156,0.03796841859817505,0.009161150455474854,0.007037053108215332
6000,113.11740684509277,0.23344042305848423,0.03684853434562683,0.008879925012588502,0.0069569993019104005
6100,114.90463995933533,0.20047743025453563,0.03497379660606384,0.008954955339431763,0.007184722423553467
6200,116.62691974639893,0.2100101884190494,0.037947715520858766,0.009224684238433837,0.0070687150955200196
6300,118.33614587783813,0.17662735451065825,0.0354858148097992,0.009169325828552247,0.007056813240051269
6400,120.04211187362671,0.14118406376271292,0.037735886573791504,0.009120304584503174,0.007001043558120728
6500,121.75615406036377,0.37716329315847374,0.037914804220199584,0.009077759981155396,0.006898965835571289
6600,123.44721388816833,0.1280699666409636,0.040110247135162355,0.009320676326751709,0.006848052740097046
6700,125.2142539024353,0.38731792508084195,0.03984487414360047,0.009279464483261108,0.007178614139556885
6800,127.03573799133301,0.2675023922632672,0.03959217071533203,0.009151479005813598,0.007299679517745972
6900,128.7608938217163,0.17252187531750673,0.03553836584091186,0.008908474445343017,0.007031316757202148
7000,130.48910880088806,0.11566355808785739,0.0332810640335083,0.008762316703796387,0.006983833312988281
7100,132.249342918396,0.14031503544177165,0.03725944757461548,0.008997511863708497,0.006977459192276001
7200,133.9580159187317,0.24181010427608693,0.04236249923706055,0.00944047212600708,0.006971840858459473
7300,135.8187530040741,0.20279485274639952,0.03728689432144165,0.009189331531524658,0.0075820982456207275
7400,137.54504108428955,0.19901145509633975,0.03684126615524292,0.009010581970214844,0.006998125314712524
7500,139.3042118549347,0.1480738906231586,0.03513688683509827,0.00938091516494751,0.0072007524967193605
7600,141.1158368587494,0.14809252044846033,0.03459951996803284,0.008820980787277222,0.007127225399017334
7700,142.88805079460144,0.2089981907619171,0.03860519886016846,0.009268531799316406,0.006961895227432251
7800,144.6629559993744,0.2616666618279168,0.03891421556472778,0.00892661213874817,0.006878055334091186
7900,146.41289687156677,0.25543997303202876,0.036888861656188966,0.009197204113006592,0.007132338285446167
8000,148.1876950263977,0.2597031042089577,0.03626849293708801,0.008998408317565917,0.007170990705490112
8100,150.067321062088,0.18506954657510868,0.03377065062522888,0.009031130075454712,0.007435290813446045
8200,151.92484283447266,0.23473499447121227,0.03375806331634521,0.009255445003509522,0.00715855360031128
8300,153.76419401168823,0.1573554174710291,0.037576295137405395,0.00951090931892395,0.007214041948318481
8400,155.52040886878967,0.16097184751482654,0.042954097986221317,0.00921815037727356,0.007089415788650513
8500,157.25800681114197,0.1339813210784991,0.033843687772750854,0.008931008577346801,0.006944844722747803
8600,158.9619140625,0.08851312026210731,0.03710545420646667,0.009219872951507568,0.006876535415649414
8700,160.70094680786133,0.22968898919009714,0.03605924606323242,0.008976465463638306,0.006965830326080323
8800,162.60543394088745,0.249115201251109,0.03426838278770447,0.00905485987663269,0.007488123178482056
8900,164.37921977043152,0.14865305451301414,0.0368423867225647,0.009232140779495239,0.007057182788848877
9000,166.1044111251831,0.2028480199509128,0.03362367868423462,0.008864245414733886,0.00696040153503418
9100,167.8100938796997,0.15883699519280342,0.03205020308494568,0.00894579291343689,0.007003682851791382
9200,169.53060483932495,0.17702949235067758,0.036122580766677855,0.009033284187316894,0.00705068826675415
9300,171.27479887008667,0.19372427031634196,0.03374867081642151,0.009217256307601928,0.007118440866470337
9400,173.0551300048828,0.2255529910117007,0.03950841188430786,0.009297137260437011,0.007113432884216309
9500,174.90892577171326,0.25200008349134895,0.0358404541015625,0.008793935775756836,0.007379156351089477
9600,176.65038204193115,0.09896796562263667,0.03765071272850037,0.009171749353408814,0.007075036764144897
9700,178.31507897377014,0.18520451245533287,0.035577183961868285,0.00892140507698059,0.006802397966384888
9800,180.0080418586731,0.08428887926816588,0.037646703720092774,0.0091030752658844,0.006873102188110352
9900,181.85980105400085,0.382527266157638,0.03759844183921814,0.00919063925743103,0.007485795021057129
10000,183.5830249786377,0.2201561270913362,0.0412672209739685,0.00968297839164734,0.007086557149887085
10100,185.29780912399292,0.2183262501253041,0.03607047080993652,0.008918774127960206,0.007008715867996216
10200,187.04852485656738,0.19105248419765256,0.03573965430259705,0.009296208620071411,0.007112151384353638
10300,188.7950508594513,0.16094567894651596,0.03609188318252563,0.009201219081878662,0.007098876237869263
10400,190.5667760372162,0.35241567988861694,0.03527174592018127,0.00915297269821167,0.007308603525161743
10500,192.40433287620544,0.15929366825419902,0.034429683685302734,0.009128284454345704,0.007376010417938232
10600,194.26113772392273,0.1501306246605566,0.03930305123329163,0.009201769828796386,0.007502807378768921
10700,196.0123188495636,0.22756225705267552,0.03200684666633606,0.009049220085144043,0.007029696702957154
10800,197.76369094848633,0.2198178974440075,0.035226718187332154,0.008641643524169922,0.007116305828094483
10900,199.6001169681549,0.1463806709510684,0.04125873327255249,0.008981271982192993,0.007500288486480713
11000,201.30060696601868,0.15259133637958233,0.03355237126350403,0.00944006085395813,0.006839612722396851
11100,203.08257699012756,0.19546115571691597,0.03310821771621704,0.009024033546447754,0.006903688907623291
11200,204.79893279075623,0.11025030842414071,0.03956202149391174,0.009335871934890747,0.006862865686416626
11300,206.46056485176086,0.19818970269324576,0.03940709352493286,0.009657219648361207,0.00679377794265747
11400,208.11389589309692,0.13101545338020426,0.03475885510444641,0.009131300449371337,0.006789379119873047
11500,209.85063695907593,0.1878953025935995,0.037123868465423586,0.009197776317596435,0.006964079141616821
11600,211.45868301391602,0.22152284875523734,0.03364725708961487,0.008994311094284058,0.0065917885303497315
11700,213.03657579421997,0.1115846199812058,0.03995161771774292,0.009201009273529053,0.006441411972045899
11800,214.77250504493713,0.14936736149608024,0.03586487770080567,0.009040353298187255,0.006762890815734863
11900,216.5079951286316,0.2509098753980961,0.03614246726036072,0.008920732736587524,0.007092922925949097
12000,218.2313277721405,0.19488492367924387,0.033380292654037476,0.009123486280441285,0.006931031942367554
12100,219.9296088218689,0.17300664543092167,0.03621419191360473,0.009086164236068726,0.006885478496551514
12200,221.54374194145203,0.06284800997366619,0.031940282583236695,0.009195131063461304,0.006556307077407837
12300,223.2303431034088,0.31426075666615044,0.035647879838943484,0.009009630680084228,0.006941394805908203
12400,225.17674899101257,0.19360354985020467,0.03506624817848206,0.00918257713317871,0.007494039535522461
12500,227.05909180641174,0.16840247560069335,0.03450379848480225,0.008997377157211304,0.0071387732028961185
12600,228.84915804862976,0.24354007014523135,0.03479990243911743,0.009409923553466797,0.0071645379066467285
12700,230.5393147468567,0.1169046699449617,0.03612827897071838,0.009170538187026978,0.0068054389953613285
12800,232.24852085113525,0.10675400076932609,0.03562029242515564,0.009069042205810547,0.006882203817367554
12900,233.97107076644897,0.18595031944567647,0.035234572887420657,0.009210845232009887,0.006809449195861817
13000,235.70338797569275,0.1632275683897457,0.04070623159408569,0.009452875852584839,0.006802026033401489
13100,237.36211585998535,0.1262834266481251,0.03858307600021362,0.008831241130828858,0.00672083854675293
13200,239.10029983520508,0.130260184346075,0.03460473775863648,0.009556466341018676,0.006984143257141113
13300,240.86971473693848,0.24977786983982508,0.034091966152191164,0.00908502697944641,0.00693945050239563
13400,242.5852930545807,0.21960302225358916,0.03604538559913635,0.008814888000488281,0.006868524551391602
13500,244.39003801345825,0.10913214197989646,0.03639593839645386,0.009266802072525025,0.0071186327934265135
13600,246.37650394439697,0.09670917462158922,0.032586692571640014,0.009403471946716308,0.007392911911010742
13700,248.07964205741882,0.12414029145866107,0.03786279320716858,0.00905092477798462,0.006719667911529541
13800,249.71073389053345,0.13152059559496834,0.03894993901252747,0.009002500772476196,0.006712732315063477
13900,251.31537199020386,0.08518310852151202,0.03359877586364746,0.008837345838546753,0.006504037380218506
14000,252.9244110584259,0.14980914305374118,0.037925710678100584,0.009625695943832398,0.006587008237838745
14100,254.5510151386261,0.10327228191918561,0.0360063648223877,0.00918553113937378,0.006691187620162964
14200,256.18614888191223,0.13577016547162502,0.0371416437625885,0.008736106157302857,0.00659852147102356
14300,257.79436683654785,0.10326852464490557,0.034655905961990356,0.009290530681610107,0.006584706306457519
14400,259.69901514053345,0.12670645702591027,0.038241046667099,0.009293569326400757,0.006846529245376587
14500,261.4626410007477,0.15630371151719644,0.034201008081436154,0.009047775268554688,0.006922426223754882
14600,263.40723490715027,0.15485414156309937,0.039252511262893676,0.008883377313613891,0.006791262626647949
14700,265.183700799942,0.021660622037151515,0.03428452491760254,0.008898575305938721,0.006740001440048218
14800,266.92204093933105,0.033538107440821155,0.03698724627494812,0.008790440559387207,0.00664094090461731
14900,268.6823539733887,0.050259256327210775,0.034844440221786496,0.008867250680923462,0.006767069101333618
15000,270.4368920326233,0.41990220656610333,0.038216313123703,0.008930649757385254,0.006975440979003906
